COUNTY,GEO_ID,NAME,DISTRICT,PRECINCT_CODE,PRECINCT_NAME,ACTIVE_VOTER_COUNT,CHURCH,POLLING_PLACE,ADDRESS
DESOTO,0600000US2803392373,"District 4, DeSoto County, Mississippi",4,407,HORN LAKE CENTRAL,1985,FALSE,HORN LAKE MIDDLE SCHOOL GYM,6125 HURT RD HORN LAKE MS 38637
DESOTO,0600000US2803392374,"District 4, DeSoto County, Mississippi",4,408,HORN LAKE HIGH SCHOOL,2097,TRUE,CHURCH ROAD BAPTIST CHURCH,3360 CHURCH RD HORN LAKE MS 38637
DESOTO,0600000US2803392375,"District 4, DeSoto County, Mississippi",4,409,DEAN HILL BAPTIST CHURCH,2181,TRUE,DEAN HILL BAPTIST CHURCH,5100 DEAN RD LAKE CORMORANT MS 38641
DESOTO,0600000US2803392376,"District 4, DeSoto County, Mississippi",4,410,SUMMIT CHURCH,2003,TRUE,SUMMIT CHURCH,2701 HIGHWAY 51 N NESBIT MS 38651
DESOTO,0600000US2803393105,"District 5, DeSoto County, Mississippi",5,501,BAKER'S CHAPEL,1499,TRUE,BAKER'S CHAPEL UMC,1965 JOHNSTON RD HERNANDO MS 38632
DESOTO,0600000US2803393106,"District 5, DeSoto County, Mississippi",5,502,FIRST PRESBYTERIAN CHURCH,2928,TRUE,FIRST PRESBYTERIAN CHURCH,1455 MCINGVALE RD HERNANDO MS 38632
DESOTO,0600000US2803393107,"District 5, DeSoto County, Mississippi",5,503,LEWISBURG,5833,FALSE,LEWISBURG HIGH SCHOOL,1755 CRAFT RD OLIVE BRANCH MS 38654
DESOTO,0600000US2803393108,"District 5, DeSoto County, Mississippi",5,504,HERNANDO CENTRAL,3709,FALSE,NATIONAL GUARD ARMORY,3436 MCCRACKEN RD HERNANDO MS 38632
DESOTO,0600000US2803393109,"District 5, DeSoto County, Mississippi",5,505,COLONIAL HILLS HERNANDO,2954,TRUE,COLONIAL HILLS CHURCH,1225 MONTEITH DR HERNANDO MS 38632
DESOTO,0600000US2803393110,"District 5, DeSoto County, Mississippi",5,506,HERNANDO WEST,3021,FALSE,HERNANDO GALE CENTER,2601 ELM ST HERNANDO MS 38632
DESOTO,0600000US2803393111,"District 5, DeSoto County, Mississippi",5,507,LOVE,2095,FALSE,LOVE FIRE STATION,7345 HIGHWAY 51 S HERNANDO MS 38632
DESOTO,0600000US2803393112,"District 5, DeSoto County, Mississippi",5,508,ALPHABA-COCKRUM,2444,TRUE,COCKRUM UNITED METHODIST CHURCH,4006 HIGHWAY 305 HERNANDO MC 38632
DESOTO,0600000US2803393113,"District 5, DeSoto County, Mississippi",5,509,HEARTLAND CHURCH,4141,TRUE,HEARTLAND CHURCH,3580 GETWELL RD SOUTHAVEN MS 38672
DESOTO,0600000US2803393114,"District 5, DeSoto County, Mississippi",5,510,THE WELL AT LEWISBURG,2060,TRUE,THE WELL AT LEWISBURG,56 VAUGHN LN OLIVE BRANCH MS 38654
FORREST,0500000US28035,"Forrest County, Mississippi",0,BAR,BARRONTOWN-MACEDONIA,2933,FALSE,BARRONTOWN-MACEDONIA REC. CENTER,BAR-MAC RECREATION CENTER 610 HERRINGTON RD PETAL MS 39465
FORREST,0500000US28036,"Forrest County, Mississippi",0,BRK,BROOKLYN,649,FALSE,BROOKLYN,SOUTH FORREST COMMUNITY CENTER 2169 CARNES RD BROOKLYN MS 39425
FORREST,0500000US28037,"Forrest County, Mississippi",0,CAR,CARNES,989,FALSE,CARNES,CARNES VOTING PRECINCT BUILDING 1193 CARNES RD WIGGINS MS 39455
FORREST,0500000US28038,"Forrest County, Mississippi",0,CMP,CAMP,464,FALSE,CAMP SCHOOL,HATTIESBURG PUBLIC SCHOOL ADMIN. 301 MAMIE ST HATTIESBURG MS 39401
FORREST,0500000US28039,"Forrest County, Mississippi",0,CRT,COURT STREET,1150,FALSE,COURT STREET,COURT ST UNITED METHODIST CHURCH 609 SOUTHERN AVE HATTIESBURG MS 39401
FORREST,0500000US28040,"Forrest County, Mississippi",0,DAN,DANTZLER,731,FALSE,DANTZLER,DANTZLER COMMUNITY CENTER 27 TURKEY PINE DR HATTIESBURG MS 39401
FORREST,0500000US28041,"Forrest County, Mississippi",0,DEPO,TRAIN DEPOT,571,FALSE,TRAIN DEPOT,TRAIN DEPOT 308 NEWMAN ST HATTIESBURG MS 39401
FORREST,0500000US28042,"Forrest County, Mississippi",0,DPC,DIXIE PINE CENTRAL,1597,FALSE,DIXIE PINE CENTRAL,PALMER'S CROSSIN COMMUNITY CENTER 225 TATUM RD HATTIESBURG MS 39401
FORREST,0500000US28043,"Forrest County, Mississippi",0,DX,DIXIE*,1766,FALSE,DIXIE,760 ELKS LAKE RD HATTIESBURG MS 39401
FORREST,0500000US28044,"Forrest County, Mississippi",0,ES,EUREKA SCHOOL,555,FALSE,EUREKA SCHOOL,412 EAST 6TH STREET HATTIESBURG MS 39401
FORREST,0500000US28045,"Forrest County, Mississippi",0,EV,EATONVILLE,952,FALSE,EATONVILLE,NORTH FORREST RECREATION CENTER 679 EATONVILLE RD HATTIESBURG MS 39401
FORREST,0500000US28046,"Forrest County, Mississippi",0,GD,GLENDALE,1487,FALSE,GLENDALE,GLENDALE COMMUNITY CENTER 451 MONROE RD HATTIESBURG MS 39401
FORREST,0500000US28047,"Forrest County, Mississippi",0,HCC,HATTIESBURG CULTURAL CENTER,1140,FALSE,CULTURAL CENTER,HATTIESBURG CULTURAL CENTER 723 MAIN ST HATTIESBURG MS 39401
FORREST,0500000US28048,"Forrest County, Mississippi",0,HPK,HIGHLAND PARK,1167,FALSE,HIGHLAND PARK,LONGLEAF TRACE GATEWAY 2895 W 4TH ST HATTIESBURG MS 39401
FORREST,0500000US28049,"Forrest County, Mississippi",0,HS,HARDY STREET*,1294,TRUE,HARDY ST BAPT CHURCH ACTIVITY CTR,1610 HARDY STREET HATTIESBURG MS 39401
FORREST,0500000US28050,"Forrest County, Mississippi",0,LB,LILLIE BURNEY,2711,FALSE,LILLIE BURNEY,901 IDA ST HATTIESBURG MS 39401
FORREST,0500000US28051,"Forrest County, Mississippi",0,LEE,LEEVILLE*,1667,FALSE,LEEVILLE,LEEVILLE COMMUNITY CENTER 516 LYNN RAY RD PETAL MS 39465
FORREST,0500000US28052,"Forrest County, Mississippi",0,MAX,MAXIE,261,FALSE,WILL DENTON COMMUNITY CENTER,902 OLD HIGHWAY 49 SOUTH WIGGINS MS
FORREST,0500000US28053,"Forrest County, Mississippi",0,MCL,MCLAURIN,476,FALSE,MCLAURIN,MCLAURIN COMMUNITY CENTER 15 MCLAURIN RD HATTIESBURG MS 39401
FORREST,0500000US28054,"Forrest County, Mississippi",0,NH,NORTH HEIGHTS,2025,FALSE,NORTH HEIGHTS,6540 US HWY 49 N HATTIESBURG MS 39401
FORREST,0500000US28055,"Forrest County, Mississippi",0,PCC,PETAL CIVIC CENTER,1655,FALSE,PETAL CIVIC CENTER,PETAL COMMUNITY CENTER 712 SOUTH MAIN ST PETAL MS 39465
FORREST,0500000US28056,"Forrest County, Mississippi",0,PCR,PINECREST,1377,FALSE,PINECREST,OLLIE C. PEAK HOUSE 3601 PEARL STREET HATTIEBURG MS 39401
FORREST,0500000US28057,"Forrest County, Mississippi",0,PML,PETAL MASONIC,1504,FALSE,PETAL MASONIC,PETAL MASONIC LODGE 120 CAMERON PETAL MS 39465
FORREST,0500000US28058,"Forrest County, Mississippi",0,RBG,RICHBURG,632,TRUE,RICHBURG,GRACE TEMPLE MINISTRIES 1131 RICHBURG ROAD HATTIESBURG MS 39402
FORREST,0500000US28059,"Forrest County, Mississippi",0,ROW,ROWAN,835,FALSE,ROWAN,ROWAN CENTER OF HATIESBURG HIGH 500 MARTIN LUTHER KING DR HATTIESBURG MS 39401
FORREST,0500000US28060,"Forrest County, Mississippi",0,RS,RAWLS SPRINGS,1461,FALSE,RAWLS SPRINGS,50 RAWLS ST HATTIESBURG MS 39401
FORREST,0500000US28061,"Forrest County, Mississippi",0,SIG,SIGLER CENTER,989,FALSE,SIGLER CENTER,SIGLER CENTER 315 CONTI ST HATTIESBURG MS 39401
FORREST,0500000US28062,"Forrest County, Mississippi",0,SLO,SHEEPLO*,1636,FALSE,SHEEPLO COMMUNITY CENTER,160 MCGILVARY ROAD PETAL MS 39465
FORREST,0500000US28063,"Forrest County, Mississippi",0,SUN,SUNRISE,2711,FALSE,SUNRISE,SUNRISE COMMUNITY CENTER 388 SUNRISE RD PETAL MS 39465
FORREST,0500000US28064,"Forrest County, Mississippi",0,THA,THAMES,1864,FALSE,THAMES,W. I. THAMES ELEMENTARY SCHOOL 2900 JAMESTOWN RD HATTIESBURG MS 39402
FORREST,0500000US28065,"Forrest County, Mississippi",0,TIM,TIMBERTON,1218,FALSE,TIMBERTON,PINE BELT FAMILY Y BUILDING 3719 U S HWY 11 SOUTH HATTIESBURG MS 39401
FORREST,0500000US28066,"Forrest County, Mississippi",0,WH,WEST HILLS,848,FALSE,WEST HILLS,HATTIESBURG MOOSE LODGE #1804 308 WEST HILLS DR HATTIESBURG MS 39401
FORREST,0500000US28067,"Forrest County, Mississippi",0,WPT,WEST PETAL,993,FALSE,WEST PETAL,WEST PETAL PRECINCT 221 W FIFTH AVE PETAL MS 39465
FORREST,0500000US28068,"Forrest County, Mississippi",0,WS,WESTSIDE*,1343,FALSE,WESTSIDE,1124 S 28 TH AVE HATTIESBURG MS 39401
FRANKLIN,0600000US2803790171,"District 1, Franklin County, Mississippi",1,11,KNOXVILLE,244,FALSE,VOTING BLDG - KNOXVILLE,18219 BUNKLEY ROAD SW ROXIE MS 39661
FRANKLIN,0600000US2803790172,"District 1, Franklin County, Mississippi",1,12,ROXIE,651,FALSE,ROXIE CITY HALL,124 WEST BLVD. ROXIE MS 39661
FRANKLIN,0600000US2803790909,"District 2, Franklin County, Mississippi",2,21A,ANTIOCH,374,FALSE,VOTING BLDG - ANTIOCH,7646 MCNAIR ROAD NW ROXIE MS 39661
FRANKLIN,0600000US2803790910,"District 2, Franklin County, Mississippi",2,22,HAMBURG,369,FALSE,VOTING BLDG - HAMBURG,273 RAILROAD AVENUE NW ROXIE MS 39661
FRANKLIN,0600000US2803790911,"District 2, Franklin County, Mississippi",2,23,MEADVILLE,492,FALSE,COUNTY AGENT OFFICE,20 WALNUT STREET SOUTH MEADVILLE MS 39653
FRANKLIN,0600000US2803791647,"District 3, Franklin County, Mississippi",3,31,BUDE,1015,FALSE,BUDE CITY HALL,125 RAILROAD AVENUE BUDE MS 39630
FRANKLIN,0600000US2803791648,"District 3, Franklin County, Mississippi",3,33,PINE GROVE,177,FALSE,VOTING BLDG - PINE GROVE,3631 OLDENBURG ROAD NW MEADVILLE MS 39653
FRANKLIN,0600000US2803791649,"District 3, Franklin County, Mississippi",3,34,WESLEY CHAPEL,258,FALSE,VOTING BLDG - WESLEY CHAPEL,8714 BUNKLEY ROAD SW MEADVILLE MS 39653
FRANKLIN,0600000US2803792385,"District 4, Franklin County, Mississippi",4,41,EDDICETON,367,FALSE,VOTING BLDG - EDDICETON,30 EDDICETON CIRCLE NORTH NE MEADVILLE MS 39653
FRANKLIN,0600000US2803792386,"District 4, Franklin County, Mississippi",4,43,LUCIEN,259,TRUE,LUCIEN BAPTIST CHURCH FELLOWSHIP HALL,57 PARSONS STREET SE MCCALL CREEK MS 39647
FRANKLIN,0600000US2803792387,"District 4, Franklin County, Mississippi",4,44,MCCALL,456,FALSE,DISTRICT 4 FIRE STATION,27 BUTLER STREET SE MCCALL CREEK MS 39647
FRANKLIN,0600000US2803793123,"District 5, Franklin County, Mississippi",5,51,BAD BAYOU,444,FALSE,1375 LITTLE SPRINGS EXT SE,1375 LITTLE SPRINGS EXT SE SMITHDALE MS 39664
FRANKLIN,0600000US2803793124,"District 5, Franklin County, Mississippi",5,52,CAINS,289,FALSE,DISTRICT 5 FIRE DEPARTMENT BUILDING,35 MCGEHEE ROAD SE MEADVILLE MS 39653
FRANKLIN,0600000US2803793125,"District 5, Franklin County, Mississippi",5,53,WHITTINGTON,375,FALSE,VOTING BLDG - WHITTINGTON,6673 HIGHWAY 98 EAST MEADVILLE MS 39653
GEORGE,0600000US2803990180,"District 1, George County, Mississippi",1,11,ROCKY CREEK,1752,FALSE,ROCKY CREEK FIRE DEPARTMENT,1250 ROCKY CREEK RD LUCEDALE MS 39452
GEORGE,0600000US2803990181,"District 1, George County, Mississippi",1,12,MULTI MART,337,FALSE,SENIOR CITIZENS BLDG,7102 HWY 198 E LUCEDALE MS 39452
GEORGE,0600000US2803990182,"District 1, George County, Mississippi",1,13,WARD,484,FALSE,WARD FIRE DEPARTMENT,2167 WEEKS RD LUCEDALE MS 39452
GEORGE,0600000US2803990183,"District 1, George County, Mississippi",1,14,SHIPMAN,529,FALSE,SHIPMAN FIRE DEPARTMENT,3161 SHIPMAN RD LUCEDALE MS 39452
GEORGE,0600000US2803990918,"District 2, George County, Mississippi",2,21,COURTHOUSE,287,FALSE,LIBRARY,"507 OAK ST, LUCEDALE, MS 39452"
GEORGE,0600000US2803990919,"District 2, George County, Mississippi",2,23,AGRICOLA,1827,FALSE,AGRICOLA COMMUNITY CENTER,1160 WEST FIRE DEPT ROAD LUCEDALE MS 39452
GEORGE,0600000US2803990920,"District 2, George County, Mississippi",2,24,HOWELL,619,FALSE,HOWELL COMMUNITY CENTER,4257 HOWELL TANNER CHAPEL RD LUCEDALE MS 39452
GEORGE,0600000US2803990921,"District 2, George County, Mississippi",2,25,MOVELLA,480,FALSE,MOVELLA FIRE DEPARTMENT,1131 HWY 613 LUCEDALE MS 39452
GEORGE,0600000US2803991656,"District 3, George County, Mississippi",3,31,FAIRGROUNDS,221,FALSE,FAIRGROUNDS,9162 OLD HWY 63 SOUTH LUCEDALE MS 39452
GEORGE,0600000US2803991657,"District 3, George County, Mississippi",3,32,BASIN,1538,FALSE,BASIN FIRE DEPARTMENT,1174 PLEASANT HILL CHURCH RD LUCEDALE MS 39452
GEORGE,0600000US2803991658,"District 3, George County, Mississippi",3,33,DAVIS,346,FALSE,DAVIS COMMUNITY CENTER,103 MUSIC MOUNTAIN RD LUCEDALE MS 39452
GEORGE,0600000US2803991659,"District 3, George County, Mississippi",3,34,BARTON,1185,FALSE,BARTON FIRE DEPARTMENT,2112 GRAIN ELEVATOR RD LUCEDALE MS 39452
GEORGE,0600000US2803992394,"District 4, George County, Mississippi",4,41,CITY HALL,1153,FALSE,LUCEDALE LIBRARY,507 OAK ST. LUCEDALE MS 39452
GEORGE,0600000US2803992395,"District 4, George County, Mississippi",4,42,SHADY GROVE,1133,FALSE,SHADY GROVE COMMUNITY CENTER,15206 HWY 26 W LUCEDALE MS 39452
GEORGE,0600000US2803992396,"District 4, George County, Mississippi",4,43,BEXLEY,716,FALSE,OLD BEXLEY SCHOOL,102 BEXLEY RD N. LUCEDALE MS 39452
GEORGE,0600000US2803992397,"District 4, George County, Mississippi",4,44,SALEM,136,FALSE,SALEM FIRE DEPARTMENT,7269 HWY 57 N. MCLAIN MS 39456
GEORGE,0600000US2803993132,"District 5, George County, Mississippi",5,51,MIDDLE SCHOOL,802,FALSE,MIDDLE SCHOOL GYM,330 CHURCH ST LUCEDALE MS 39452
GEORGE,0600000US2803993133,"District 5, George County, Mississippi",5,52,CENTRAL,503,FALSE,CENTRAL FIRE DEPARTMENT,4146 BASIN CENTRAL RD LUCEDALE MS 39452
GEORGE,0600000US2803993134,"District 5, George County, Mississippi",5,53,BENNDALE,880,FALSE,BENNDALE EMERGENCY SHELTER,5207 HWY 26 W. LUCEDALE MS 39452
GEORGE,0600000US2803993135,"District 5, George County, Mississippi",5,54,BROOME,269,FALSE,BROOME FIRE DEPARTMENT,8109 BROOME SCHOOL RD PERKINSTON MS 39573
GEORGE,0600000US2803993136,"District 5, George County, Mississippi",5,55,TWIN CREEK,515,FALSE,TWIN CREEK FIRE DEPARTMENT,163 CAMELLIA RD LUCEDALE MS 39452
GREENE,0500000US28041,"Greene County, Mississippi",0,1,LEAKESVILLE,1566,FALSE,LEAKESVILLE-COMMUNITY CENTER,1627 CENTER ST LEAKESVILLE MS 39451
GREENE,0500000US28042,"Greene County, Mississippi",0,3,NORTH LEAKESVILLE,408,FALSE,NORTH L'VILLE-TOWN HALL,301-A LAFAYETTE AVE LEAKESVILLE MS 39451
GREENE,0500000US28043,"Greene County, Mississippi",0,4,STATE LINE,909,FALSE,STATE LINE-OLD GYM,41 WINCHESTER ST STATE LINE MS 39362
GREENE,0500000US28044,"Greene County, Mississippi",0,6,MUTUAL RIGHTS,263,TRUE,MUTUAL RIGHTS-MUTUAL RIGHTS CHURCH,348 MUTUAL RIGHTS LOOP LEAKESVILLE MS 39451
GREENE,0500000US28045,"Greene County, Mississippi",0,7,WADE,655,FALSE,WADE-SAND HILL COMMUNITY CTR,39455 HWY 63 N RICHTON MS 39476
GREENE,0500000US28046,"Greene County, Mississippi",0,8,JONES,242,FALSE,JONES-VFD FIRE HOUSE,219 BREWERTOWN RD RICHTON MS 39476
GREENE,0500000US28047,"Greene County, Mississippi",0,9,PIAVE,408,TRUE,PIAVE-PIAVE BAPTIST CHURCH,20 PIAVE CHURCH RD RICHTON MS 39476
GREENE,0500000US28048,"Greene County, Mississippi",0,11,MAPLES,905,FALSE,MAPLES-BT 4 COMM CENTER,8235 OLD 63 N LUCEDALE MS 39452
GREENE,0500000US28049,"Greene County, Mississippi",0,12,VERNAL,687,TRUE,VERNAL-GRACE UMC,33263 HWY 98 LUCEDALE MS 39452
GREENE,0500000US28050,"Greene County, Mississippi",0,14,WASHINGTON NEELY,421,FALSE,WASHINGTON-NEELY COMM CTR,7733 OLD HWY 24 NEELY MS 39461
GREENE,0500000US28051,"Greene County, Mississippi",0,15,LEAF,204,TRUE,LEAF-LEAF CHURCH,113 CHURCH ST MCLAIN MS 39456
GREENE,0500000US28052,"Greene County, Mississippi",0,16,MCLAIN,472,FALSE,MCLAIN-TOWN HALL,106 CHURCH AVE MCLAIN MS 39456
GREENE,0500000US28053,"Greene County, Mississippi",0,18,JONATHAN,510,TRUE,JONATHAN-CEDAR GROVE BAPT CHURCH,1348 JONATHAN RD LEAKESVILLE MS 39451
GRENADA,0600000US2804390198,"District 1, Grenada County, Mississippi",1,1-10,BOX 1 SOUTHSIDE CHURCH OF CHRIST,2028,TRUE,BOX 1 SOUTHSIDE CHURCH OF CHRIST,3499 COMMERCE STREET GRENADA MS 38901
GRENADA,0600000US2804390199,"District 1, Grenada County, Mississippi",1,1-40,ELLIOTT VOL FIRE STATION,676,FALSE,ELLIOTT VOL FIRE STATION,1572 MURFF DRIVE GRENADA MS 38901
GRENADA,0600000US2804390200,"District 1, Grenada County, Mississippi",1,1-45,SWEETHOME HOL#2 FIRE STAT,439,FALSE,SWEETHOME HOL#2 FIRE STAT,4300 HWY 35 SOUTH HOLCOMB MS 38940
GRENADA,0600000US2804390936,"District 2, Grenada County, Mississippi",2,2-15,BOX 2 GRENADA CO OFFICE,705,FALSE,BOX 2 GRENADA CO OFFICE,1241 S MOUND STREET GRENADA MS 38901
GRENADA,0600000US2804390937,"District 2, Grenada County, Mississippi",2,2-50,GORE SPRINGS COMM CENTER,682,FALSE,GORE SPRINGS COMM CENTER,32251 HWY 8 EAST GORE SPRINGS MS 38929
GRENADA,0600000US2804390938,"District 2, Grenada County, Mississippi",2,2-55,FUTHEYVILLE 1ST PENTECOST,917,FALSE,FUTHEYVILLE 1ST PENTECOST,34 BRUCE ROAD GRENADA MS 38901
GRENADA,0600000US2804391674,"District 3, Grenada County, Mississippi",3,3-20,BOX 3 CITY AUDITORIUM,1863,FALSE,BOX 3 CITY AUDITORIUM,17 N MAIN STREET GRENADA MS 38901
GRENADA,0600000US2804391675,"District 3, Grenada County, Mississippi",3,3-75,MT. NEBO YOUNG'S LANDING,171,FALSE,YOUNG WATER AND SEWER,10385 GRAYSPORT CRSNG RD COFFEEVILLE MS 38922
GRENADA,0600000US2804391676,"District 3, Grenada County, Mississippi",3,3-80,PLEASANT GROVE COMMUN CEN,498,FALSE,PLEASANT GROVE COMMUN CEN,268 PLEASANT GROVE ROAD GORE SPRINGS MS 38929
GRENADA,0600000US2804392412,"District 4, Grenada County, Mississippi",4,4-25,BOX 4 TAYLOR HALL,1994,FALSE,BOX 4 TAYLOR HALL,600 BUTLER STREET GRENADA MS 38901
GRENADA,0600000US2804392413,"District 4, Grenada County, Mississippi",4,4-85,GEESLIN FRIENDSHIP BAPT CHURCH,919,TRUE,GEESLIN FRIENDSHIP BAPT CHURCH,475 PEA RIDGE ROAD GRENADA MS 38901
GRENADA,0600000US2804393150,"District 5, Grenada County, Mississippi",5,5-22,HOLCOMB COMMUNITY CENTER,956,FALSE,HOLCOMB COMMUNITY CENTER,14 N MAIN ST EAST HOLCOMB MS 38940
GRENADA,0600000US2804393151,"District 5, Grenada County, Mississippi",5,5-30,BOX 5 EOC BUILDING,1642,FALSE,BOX 5 EOC BUILDING,370 VAN DORN GRENADA MS 38901
HANCOCK,0600000US2804590207,"District 1, Hancock County, Mississippi",1,101,LAKESHORE,3033,FALSE,COMMUNITY CENTER,6440 LOWER BAY ROAD BAY ST LOUIS MS 39520
HANCOCK,0600000US2804590208,"District 1, Hancock County, Mississippi",1,102,ARLINGTON,647,FALSE,COMMUNITY CENTER,1119 DICKS STREET WAVELAND MS 39576
HANCOCK,0600000US2804590209,"District 1, Hancock County, Mississippi",1,103,WAVELAND EAST,1998,FALSE,WAVELAND LIBRARY,345 COLEMAN AVE WAVELAND MS 39576
HANCOCK,0600000US2804590210,"District 1, Hancock County, Mississippi",1,104,PEARLINGTON,980,FALSE,PEARLINGTON RECOVERY CENTER,5265 HIGHWAY 604 PEARLINGTON MS 39572
HANCOCK,0600000US2804590945,"District 2, Hancock County, Mississippi",2,205,FLAT TOP,1202,FALSE,COMMUNITY CENTER,23472 INDIAN RIDGE RD PICAYUNE MS 39466
HANCOCK,0600000US2804590946,"District 2, Hancock County, Mississippi",2,206,CATAHOULA,233,FALSE,COMMUNITY CENTER,10028 BROWNS RD PICAYUNE MS 39466
HANCOCK,0600000US2804590947,"District 2, Hancock County, Mississippi",2,207,LEE TOWN,1471,FALSE,STORM SHELTER @ BALL FIELD,28290 LEE TOWN ROAD PICAYUNE MS 39466
HANCOCK,0600000US2804590948,"District 2, Hancock County, Mississippi",2,208,BAYOU PHILLIP,645,FALSE,COMMUNITY CENTER,9155 HARBOR DRIVE BAY ST LOUIS MS 39520
HANCOCK,0600000US2804590949,"District 2, Hancock County, Mississippi",2,209,WAVELAND WEST,1777,FALSE,LUTHERN CHURCH OF THE PINES,309 HIGHWAY 90 WAVELAND MS 39576
HANCOCK,0600000US2804590950,"District 2, Hancock County, Mississippi",2,210,CRANE CREEK,1433,FALSE,COMMUNITY CENTER,30350 HIGHWAY 603 PERKINSTON MS 39573
HANCOCK,0600000US2804591683,"District 3, Hancock County, Mississippi",3,311,DEDEAUX,980,FALSE,STORM SHELTER,1095 ROAD 350 KILN MS 39556
HANCOCK,0600000US2804591684,"District 3, Hancock County, Mississippi",3,312,NORTH BAY WEST,1391,FALSE,AMERICAN LEGION,645 GREEN MEADOW ROAD BAY ST LOUIS MS 39520
HANCOCK,0600000US2804591685,"District 3, Hancock County, Mississippi",3,313,DIAMONDHEAD EAST,3412,FALSE,DIAMONDHEAD COUNTRY CLUB,7600 COUNTRY CLUB CIRCLE DIAMONDHEAD MS 39525
HANCOCK,0600000US2804591686,"District 3, Hancock County, Mississippi",3,314,DIAMONDHEAD CENTRAL,2288,FALSE,DIAMONDHEAD COMMUNITY CENTER,5300 DIAMONDHEAD CIRCLE DIAMONDHEAD MS 39525
HANCOCK,0600000US2804592421,"District 4, Hancock County, Mississippi",4,415,COURTHOUSE,292,FALSE,COURTHOUSE,152 MAIN STREET BAY ST LOUIS MS 39520
HANCOCK,0600000US2804592422,"District 4, Hancock County, Mississippi",4,416,KILN WEST,1422,FALSE,STORM SHELTER,18692 HIGHWAY 43 KILN MS 39556
HANCOCK,0600000US2804592423,"District 4, Hancock County, Mississippi",4,417,WEST SHORELINE PARK,792,FALSE,COMMUNITY CENTER,10071 KILN WAVELAND CUTOFF RD WAVELAND MS 39576
HANCOCK,0600000US2804592424,"District 4, Hancock County, Mississippi",4,418,CITY HALL,1127,FALSE,SENIOR CITIZENS CENTER,601 BOOKTER ST BAY ST LOUIS MS 39520
HANCOCK,0600000US2804592425,"District 4, Hancock County, Mississippi",4,419,SOUTH BAY,1774,FALSE,CHRIST EPISCOPAL SCHOOL,912 S BEACH BLVD. BAY ST LOUIS MS 39520
HANCOCK,0600000US2804592426,"District 4, Hancock County, Mississippi",4,420,NORTH BAY EAST,984,FALSE,BAY ST. LOUIS LIBRARY,312 HIGHWAY 90 BAY ST LOUIS MS 39520
HANCOCK,0600000US2804592427,"District 4, Hancock County, Mississippi",4,421,GARDEN ISLE,963,FALSE,NEEL-SCHAFFER ENGINEERING BUILDING,3036 LONGFELLOW DR BAY ST LOUIS MS 39520
HANCOCK,0600000US2804593159,"District 5, Hancock County, Mississippi",5,522,EDWARDSVILLE,979,FALSE,BSL FIRE STATION #2,9998 HIGHWAY 603 BAY ST LOUIS MS 39520
HANCOCK,0600000US2804593160,"District 5, Hancock County, Mississippi",5,523,FENTON,1446,FALSE,COMMUNITY CENTER,2369 KILN DELISLE ROAD KILN MS 39556
HANCOCK,0600000US2804593161,"District 5, Hancock County, Mississippi",5,524,KILN EAST,941,FALSE,ANNUNCIATION CHURCH HALL,5380 KILN DELISLE ROAD KILN MS 39556
HANCOCK,0600000US2804593162,"District 5, Hancock County, Mississippi",5,525,DIAMONDHEAD WEST,2482,FALSE,DIAMONDHEAD CITY HALL,5000 DIAMONDHEAD CIRCLE DIAMONDHEAD MS 39525
HANCOCK,0600000US2804593163,"District 5, Hancock County, Mississippi",5,526,STANDARD,1642,FALSE,FIRE STATION,25150 HIGHWAY 603 KILN MS 39556
HARRISON,0600000US2804790216,"District 1, Harrison County, Mississippi",1,1011,EAST BILOXI,2061,FALSE,"DR. FRANK GRUICH, SR. COMMUNITY CENTER",591 E HOWARD AVENUE BILOXI MS 39530
HARRISON,0600000US2804790217,"District 1, Harrison County, Mississippi",1,1021,BILOXI CENTRAL,2397,FALSE,LOPEZ QUAVE PUBLIC SAFETY CENTER,170 PORTER AVE BILOXI MS 39530
HARRISON,0600000US2804790218,"District 1, Harrison County, Mississippi",1,1031,BILOXI # 8,3560,FALSE,LOPEZ ELEMENTARY SCHOOL,140 ST. JOHN AVENUE BILOXI MS 39530
HARRISON,0600000US2804790219,"District 1, Harrison County, Mississippi",1,1051,NORTH BAY,9014,FALSE,D'IBERVILLE CIVIC CENTER,10395 AUTO MALL PKWY D'IBERVILLE MS 39540
HARRISON,0600000US2804790220,"District 1, Harrison County, Mississippi",1,1061,WHITE PLAINS,1775,TRUE,WHITE PLAINS UNITED METHODIST CHURCH,18013 WHITE PLAINS RD SAUCIER MS 39574
HARRISON,0600000US2804790221,"District 1, Harrison County, Mississippi",1,1071,POPLAR HEAD,572,TRUE,POPLAR HEAD METHODIST UNITED CHURCH,13196 POPLAR HEAD RD SAUCIER MS 39574
HARRISON,0600000US2804790222,"District 1, Harrison County, Mississippi",1,1081,BILOXI 10,3392,FALSE,WEST BILOXI LIBRARY,2047 PASS RD BILOXI MS 39531
HARRISON,0600000US2804790223,"District 1, Harrison County, Mississippi",1,1091,NEW POPPS FERRY,2256,TRUE,FIRST BAPTIST CHURCH BILOXI,1560 POPPS FERRY RD BILOXI MS 39532
HARRISON,0600000US2804790954,"District 2, Harrison County, Mississippi",2,2011,ADVANCE,2124,TRUE,GALILEE BAPTIST CHURCH,23004 SAUCIER ADVANCE RD SAUCIER MS 39574
