COUNTY,COUNTY_NAME,CTY_GEO_ID,SUBCOUNTY_NAME,SUBCTY_GEO_ID,DISTRICT,PRECINCT_CODE,PRECINCT_NAME,ACTIVE_VOTER_COUNT,CHURCH,POLLING_PLACE,Address
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 3, Franklin County, Mississippi",0600000US2803791647,3,34,WESLEY CHAPEL,258,False,VOTING BLDG - WESLEY CHAPEL,8714 BUNKLEY ROAD SW MEADVILLE MS 39653
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 4, Franklin County, Mississippi",0600000US2803792385,4,41,EDDICETON,367,False,VOTING BLDG - EDDICETON,30 EDDICETON CIRCLE NORTH NE MEADVILLE MS 39653
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 4, Franklin County, Mississippi",0600000US2803792385,4,43,LUCIEN,259,True,LUCIEN BAPTIST CHURCH FELLOWSHIP HALL,57 PARSONS STREET SE MCCALL CREEK MS 39647
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 4, Franklin County, Mississippi",0600000US2803792385,4,44,MCCALL,456,False,DISTRICT 4 FIRE STATION,27 BUTLER STREET SE MCCALL CREEK MS 39647
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 5, Franklin County, Mississippi",0600000US2803793123,5,51,BAD BAYOU,444,False,1375 LITTLE SPRINGS EXT SE,1375 LITTLE SPRINGS EXT SE SMITHDALE MS 39664
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 5, Franklin County, Mississippi",0600000US2803793123,5,52,CAINS,289,False,DISTRICT 5 FIRE DEPARTMENT BUILDING,35 MCGEHEE ROAD SE MEADVILLE MS 39653
FRANKLIN,"Franklin County, Mississippi",0500000US28037,"District 5, Franklin County, Mississippi",0600000US2803793123,5,53,WHITTINGTON,375,False,VOTING BLDG - WHITTINGTON,6673 HIGHWAY 98 EAST MEADVILLE MS 39653
GEORGE,"George County, Mississippi",0500000US28039,"District 1, George County, Mississippi",0600000US2803990180,1,11,ROCKY CREEK,1752,False,ROCKY CREEK FIRE DEPARTMENT,1250 ROCKY CREEK RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 1, George County, Mississippi",0600000US2803990180,1,12,MULTI MART,337,False,SENIOR CITIZENS BLDG,7102 HWY 198 E LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 1, George County, Mississippi",0600000US2803990180,1,13,WARD,484,False,WARD FIRE DEPARTMENT,2167 WEEKS RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 1, George County, Mississippi",0600000US2803990180,1,14,SHIPMAN,529,False,SHIPMAN FIRE DEPARTMENT,3161 SHIPMAN RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 2, George County, Mississippi",0600000US2803990918,2,21,COURTHOUSE,287,False,LIBRARY,"507 OAK ST, LUCEDALE, MS 39452"
GEORGE,"George County, Mississippi",0500000US28039,"District 2, George County, Mississippi",0600000US2803990918,2,23,AGRICOLA,1827,False,AGRICOLA COMMUNITY CENTER,1160 WEST FIRE DEPT ROAD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 2, George County, Mississippi",0600000US2803990918,2,24,HOWELL,619,False,HOWELL COMMUNITY CENTER,4257 HOWELL TANNER CHAPEL RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 2, George County, Mississippi",0600000US2803990918,2,25,MOVELLA,480,False,MOVELLA FIRE DEPARTMENT,1131 HWY 613 LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 3, George County, Mississippi",0600000US2803991656,3,31,FAIRGROUNDS,221,False,FAIRGROUNDS,9162 OLD HWY 63 SOUTH LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 3, George County, Mississippi",0600000US2803991656,3,32,BASIN,1538,False,BASIN FIRE DEPARTMENT,1174 PLEASANT HILL CHURCH RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 3, George County, Mississippi",0600000US2803991656,3,33,DAVIS,346,False,DAVIS COMMUNITY CENTER,103 MUSIC MOUNTAIN RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 3, George County, Mississippi",0600000US2803991656,3,34,BARTON,1185,False,BARTON FIRE DEPARTMENT,2112 GRAIN ELEVATOR RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 4, George County, Mississippi",0600000US2803992394,4,41,CITY HALL,1153,False,LUCEDALE LIBRARY,507 OAK ST. LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 4, George County, Mississippi",0600000US2803992394,4,42,SHADY GROVE,1133,False,SHADY GROVE COMMUNITY CENTER,15206 HWY 26 W LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 4, George County, Mississippi",0600000US2803992394,4,43,BEXLEY,716,False,OLD BEXLEY SCHOOL,102 BEXLEY RD N. LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 4, George County, Mississippi",0600000US2803992394,4,44,SALEM,136,False,SALEM FIRE DEPARTMENT,7269 HWY 57 N. MCLAIN MS 39456
GEORGE,"George County, Mississippi",0500000US28039,"District 5, George County, Mississippi",0600000US2803993132,5,51,MIDDLE SCHOOL,802,False,MIDDLE SCHOOL GYM,330 CHURCH ST LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 5, George County, Mississippi",0600000US2803993132,5,52,CENTRAL,503,False,CENTRAL FIRE DEPARTMENT,4146 BASIN CENTRAL RD LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 5, George County, Mississippi",0600000US2803993132,5,53,BENNDALE,880,False,BENNDALE EMERGENCY SHELTER,5207 HWY 26 W. LUCEDALE MS 39452
GEORGE,"George County, Mississippi",0500000US28039,"District 5, George County, Mississippi",0600000US2803993132,5,54,BROOME,269,False,BROOME FIRE DEPARTMENT,8109 BROOME SCHOOL RD PERKINSTON MS 39573
GEORGE,"George County, Mississippi",0500000US28039,"District 5, George County, Mississippi",0600000US2803993132,5,55,TWIN CREEK,515,False,TWIN CREEK FIRE DEPARTMENT,163 CAMELLIA RD LUCEDALE MS 39452
GREENE,"Greene County, Mississippi",0500000US28041,,,0,1,LEAKESVILLE,1566,False,LEAKESVILLE-COMMUNITY CENTER,1627 CENTER ST LEAKESVILLE MS 39451
GREENE,"Greene County, Mississippi",0500000US28041,,,0,3,NORTH LEAKESVILLE,408,False,NORTH L'VILLE-TOWN HALL,301-A LAFAYETTE AVE LEAKESVILLE MS 39451
GREENE,"Greene County, Mississippi",0500000US28041,,,0,4,STATE LINE,909,False,STATE LINE-OLD GYM,41 WINCHESTER ST STATE LINE MS 39362
GREENE,"Greene County, Mississippi",0500000US28041,,,0,6,MUTUAL RIGHTS,263,True,MUTUAL RIGHTS-MUTUAL RIGHTS CHURCH,348 MUTUAL RIGHTS LOOP LEAKESVILLE MS 39451
GREENE,"Greene County, Mississippi",0500000US28041,,,0,7,WADE,655,False,WADE-SAND HILL COMMUNITY CTR,39455 HWY 63 N RICHTON MS 39476
GREENE,"Greene County, Mississippi",0500000US28041,,,0,8,JONES,242,False,JONES-VFD FIRE HOUSE,219 BREWERTOWN RD RICHTON MS 39476
GREENE,"Greene County, Mississippi",0500000US28041,,,0,9,PIAVE,408,True,PIAVE-PIAVE BAPTIST CHURCH,20 PIAVE CHURCH RD RICHTON MS 39476
GREENE,"Greene County, Mississippi",0500000US28041,,,0,11,MAPLES,905,False,MAPLES-BT 4 COMM CENTER,8235 OLD 63 N LUCEDALE MS 39452
GREENE,"Greene County, Mississippi",0500000US28041,,,0,12,VERNAL,687,True,VERNAL-GRACE UMC,33263 HWY 98 LUCEDALE MS 39452
GREENE,"Greene County, Mississippi",0500000US28041,,,0,14,WASHINGTON NEELY,421,False,WASHINGTON-NEELY COMM CTR,7733 OLD HWY 24 NEELY MS 39461
GREENE,"Greene County, Mississippi",0500000US28041,,,0,15,LEAF,204,True,LEAF-LEAF CHURCH,113 CHURCH ST MCLAIN MS 39456
GREENE,"Greene County, Mississippi",0500000US28041,,,0,16,MCLAIN,472,False,MCLAIN-TOWN HALL,106 CHURCH AVE MCLAIN MS 39456
GREENE,"Greene County, Mississippi",0500000US28041,,,0,18,JONATHAN,510,True,JONATHAN-CEDAR GROVE BAPT CHURCH,1348 JONATHAN RD LEAKESVILLE MS 39451
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 1, Grenada County, Mississippi",0600000US2804390198,1,10-Jan,BOX 1 SOUTHSIDE CHURCH OF CHRIST,2028,True,BOX 1 SOUTHSIDE CHURCH OF CHRIST,3499 COMMERCE STREET GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 1, Grenada County, Mississippi",0600000US2804390198,1,Jan-40,ELLIOTT VOL FIRE STATION,676,False,ELLIOTT VOL FIRE STATION,1572 MURFF DRIVE GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 1, Grenada County, Mississippi",0600000US2804390198,1,Jan-45,SWEETHOME HOL#2 FIRE STAT,439,False,SWEETHOME HOL#2 FIRE STAT,4300 HWY 35 SOUTH HOLCOMB MS 38940
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 2, Grenada County, Mississippi",0600000US2804390936,2,15-Feb,BOX 2 GRENADA CO OFFICE,705,False,BOX 2 GRENADA CO OFFICE,1241 S MOUND STREET GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 2, Grenada County, Mississippi",0600000US2804390936,2,Feb-50,GORE SPRINGS COMM CENTER,682,False,GORE SPRINGS COMM CENTER,32251 HWY 8 EAST GORE SPRINGS MS 38929
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 2, Grenada County, Mississippi",0600000US2804390936,2,Feb-55,FUTHEYVILLE 1ST PENTECOST,917,False,FUTHEYVILLE 1ST PENTECOST,34 BRUCE ROAD GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 3, Grenada County, Mississippi",0600000US2804391674,3,20-Mar,BOX 3 CITY AUDITORIUM,1863,False,BOX 3 CITY AUDITORIUM,17 N MAIN STREET GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 3, Grenada County, Mississippi",0600000US2804391674,3,Mar-75,MT. NEBO YOUNG'S LANDING,171,False,YOUNG WATER AND SEWER,10385 GRAYSPORT CRSNG RD COFFEEVILLE MS 38922
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 3, Grenada County, Mississippi",0600000US2804391674,3,Mar-80,PLEASANT GROVE COMMUN CEN,498,False,PLEASANT GROVE COMMUN CEN,268 PLEASANT GROVE ROAD GORE SPRINGS MS 38929
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 4, Grenada County, Mississippi",0600000US2804392412,4,25-Apr,BOX 4 TAYLOR HALL,1994,False,BOX 4 TAYLOR HALL,600 BUTLER STREET GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 4, Grenada County, Mississippi",0600000US2804392412,4,Apr-85,GEESLIN FRIENDSHIP BAPT CHURCH,919,True,GEESLIN FRIENDSHIP BAPT CHURCH,475 PEA RIDGE ROAD GRENADA MS 38901
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 5, Grenada County, Mississippi",0600000US2804393150,5,22-May,HOLCOMB COMMUNITY CENTER,956,False,HOLCOMB COMMUNITY CENTER,14 N MAIN ST EAST HOLCOMB MS 38940
GRENADA,"Grenada County, Mississippi",0500000US28043,"District 5, Grenada County, Mississippi",0600000US2804393150,5,30-May,BOX 5 EOC BUILDING,1642,False,BOX 5 EOC BUILDING,370 VAN DORN GRENADA MS 38901
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 1, Hancock County, Mississippi",0600000US2804590207,1,101,LAKESHORE,3033,False,COMMUNITY CENTER,6440 LOWER BAY ROAD BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 1, Hancock County, Mississippi",0600000US2804590207,1,102,ARLINGTON,647,False,COMMUNITY CENTER,1119 DICKS STREET WAVELAND MS 39576
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 1, Hancock County, Mississippi",0600000US2804590207,1,103,WAVELAND EAST,1998,False,WAVELAND LIBRARY,345 COLEMAN AVE WAVELAND MS 39576
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 1, Hancock County, Mississippi",0600000US2804590207,1,104,PEARLINGTON,980,False,PEARLINGTON RECOVERY CENTER,5265 HIGHWAY 604 PEARLINGTON MS 39572
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,205,FLAT TOP,1202,False,COMMUNITY CENTER,23472 INDIAN RIDGE RD PICAYUNE MS 39466
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,206,CATAHOULA,233,False,COMMUNITY CENTER,10028 BROWNS RD PICAYUNE MS 39466
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,207,LEE TOWN,1471,False,STORM SHELTER @ BALL FIELD,28290 LEE TOWN ROAD PICAYUNE MS 39466
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,208,BAYOU PHILLIP,645,False,COMMUNITY CENTER,9155 HARBOR DRIVE BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,209,WAVELAND WEST,1777,False,LUTHERN CHURCH OF THE PINES,309 HIGHWAY 90 WAVELAND MS 39576
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 2, Hancock County, Mississippi",0600000US2804590945,2,210,CRANE CREEK,1433,False,COMMUNITY CENTER,30350 HIGHWAY 603 PERKINSTON MS 39573
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 3, Hancock County, Mississippi",0600000US2804591683,3,311,DEDEAUX,980,False,STORM SHELTER,1095 ROAD 350 KILN MS 39556
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 3, Hancock County, Mississippi",0600000US2804591683,3,312,NORTH BAY WEST,1391,False,AMERICAN LEGION,645 GREEN MEADOW ROAD BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 3, Hancock County, Mississippi",0600000US2804591683,3,313,DIAMONDHEAD EAST,3412,False,DIAMONDHEAD COUNTRY CLUB,7600 COUNTRY CLUB CIRCLE DIAMONDHEAD MS 39525
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 3, Hancock County, Mississippi",0600000US2804591683,3,314,DIAMONDHEAD CENTRAL,2288,False,DIAMONDHEAD COMMUNITY CENTER,5300 DIAMONDHEAD CIRCLE DIAMONDHEAD MS 39525
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,415,COURTHOUSE,292,False,COURTHOUSE,152 MAIN STREET BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,416,KILN WEST,1422,False,STORM SHELTER,18692 HIGHWAY 43 KILN MS 39556
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,417,WEST SHORELINE PARK,792,False,COMMUNITY CENTER,10071 KILN WAVELAND CUTOFF RD WAVELAND MS 39576
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,418,CITY HALL,1127,False,SENIOR CITIZENS CENTER,601 BOOKTER ST BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,419,SOUTH BAY,1774,False,CHRIST EPISCOPAL SCHOOL,912 S BEACH BLVD. BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,420,NORTH BAY EAST,984,False,BAY ST. LOUIS LIBRARY,312 HIGHWAY 90 BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 4, Hancock County, Mississippi",0600000US2804592421,4,421,GARDEN ISLE,963,False,NEEL-SCHAFFER ENGINEERING BUILDING,3036 LONGFELLOW DR BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 5, Hancock County, Mississippi",0600000US2804593159,5,522,EDWARDSVILLE,979,False,BSL FIRE STATION #2,9998 HIGHWAY 603 BAY ST LOUIS MS 39520
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 5, Hancock County, Mississippi",0600000US2804593159,5,523,FENTON,1446,False,COMMUNITY CENTER,2369 KILN DELISLE ROAD KILN MS 39556
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 5, Hancock County, Mississippi",0600000US2804593159,5,524,KILN EAST,941,False,ANNUNCIATION CHURCH HALL,5380 KILN DELISLE ROAD KILN MS 39556
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 5, Hancock County, Mississippi",0600000US2804593159,5,525,DIAMONDHEAD WEST,2482,False,DIAMONDHEAD CITY HALL,5000 DIAMONDHEAD CIRCLE DIAMONDHEAD MS 39525
HANCOCK,"Hancock County, Mississippi",0500000US28045,"District 5, Hancock County, Mississippi",0600000US2804593159,5,526,STANDARD,1642,False,FIRE STATION,25150 HIGHWAY 603 KILN MS 39556
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1011,EAST BILOXI,2061,False,"DR. FRANK GRUICH, SR. COMMUNITY CENTER",591 E HOWARD AVENUE BILOXI MS 39530
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1021,BILOXI CENTRAL,2397,False,LOPEZ QUAVE PUBLIC SAFETY CENTER,170 PORTER AVE BILOXI MS 39530
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1031,BILOXI # 8,3560,False,LOPEZ ELEMENTARY SCHOOL,140 ST. JOHN AVENUE BILOXI MS 39530
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1051,NORTH BAY,9014,False,D'IBERVILLE CIVIC CENTER,10395 AUTO MALL PKWY D'IBERVILLE MS 39540
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1061,WHITE PLAINS,1775,True,WHITE PLAINS UNITED METHODIST CHURCH,18013 WHITE PLAINS RD SAUCIER MS 39574
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1071,POPLAR HEAD,572,True,POPLAR HEAD METHODIST UNITED CHURCH,13196 POPLAR HEAD RD SAUCIER MS 39574
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1081,BILOXI 10,3392,False,WEST BILOXI LIBRARY,2047 PASS RD BILOXI MS 39531
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 1, Harrison County, Mississippi",0600000US2804790216,1,1091,NEW POPPS FERRY,2256,True,FIRST BAPTIST CHURCH BILOXI,1560 POPPS FERRY RD BILOXI MS 39532
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2011,ADVANCE,2124,True,GALILEE BAPTIST CHURCH,23004 SAUCIER ADVANCE RD SAUCIER MS 39574
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2031,LYMAN,7789,False,LYMAN COMMUNITY CENTER,13742 HIGHWAY 49 GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2041,E ORANGE GROVE,2732,False,FIRST BAPTIST CHURCH OF ORANGE GROVE,15486 ORANGE GROVE RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2071,WEST MISSISSIPPI CITY,3983,False,HERBERT WILSON RECREATION CENTER,3225 HANCOCK AVE GULFPORT MS 39507
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2091,BAYOU VIEW,2578,False,BAYOU VIEW ELEMENTARY SCHOOL,4898 WASHINGTON AVE GULFPORT MS 39507
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2111,WEST ORANGE GROVE,5801,False,ORANGE GROVE LIBRARY,12135 OLD HIGHWAY 49 GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2121,RICEVILLE,335,True,PERSIMMON HILL BAPTIST CHURCH,22081 RICEVILLE RD SAUCIER MS 39574
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2131,STONEWALL,2937,True,FIRST BAPTIST CHURCH OF GULFPORT,12190 MS HIGHWAY 605 GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 2, Harrison County, Mississippi",0600000US2804790954,2,2141,WEST HANDSBORO,2806,False,HARRISON COUNTY SAND BEACH AUTHORITY,842 COMMERCE ST GULFPORT MS 39507
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3011,DELISLE,2217,False,DELISLE VOLUNTEER FIRE DEPT,25242 CUEVAS DELISE RD PASS CHRISTIAN MS 39571
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3021,E PASS CHRISTIAN,2480,False,CITY COURT BUILDING,105 HIERN AVE PASS CHRISTIAN MS 39571
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3031,WESTSIDE,1369,False,WESTSIDE COMMUNITY CENTER,4006 8TH STREET GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3041,W PASS CHRISTIAN,1975,False,THE RANDOLPH CENTER,315 CLARK AVE PASS CHRISTIAN MS 39571
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3051,LADNER,1712,False,WEST HARRISON COUNTY FIRE STATION,10071 VIDALIA RD PASS CHRISTIAN MS 39571
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3061,WEST LIZANA,1165,False,LIZANA VOLUNTEER FIRE DEPARTMENT,16445 LIZANA SCHOOL RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3071,WEST LONG BEACH,3905,True,FIRST UNITED METHODIST CHURCH OF LONG BEACH,208 PINE STREET LONG BEACH MS 39560
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3091,EAST LONG BEACH,3381,True,ST. THOMAS CATHOLIC CHURCH RELIGIOUS EDUCATION BLDG,712 E BEACH BLVD LONG BEACH MS 39560
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3111,LONG BEACH # 5,4931,False,LONG BEACH SENIOR CITIZEN'S CENTER,20257 DAUGHERTY RD LONG BEACH MS 39560
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3131,OUTSIDE LONG BEACH,771,True,FAITH BAPTIST CHURCH,8467 CANAL RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3141,PINEVILLE,2534,False,WEST HARRISON CIVIC CENTER,4670 ESPY AVE LONG BEACH MS 39560
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3151,VIDALIA,945,True,SACRED HEART DEDEAUX CATHOLIC CHURCH,14595 VIDALIA RD PASS CHRISTIAN MS 39571
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 3, Harrison County, Mississippi",0600000US2804791692,3,3161,COUNTY FARM/GULF HAVEN,3375,True,THE CHURCH AT WINDANCE,20035 ROBINSON RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4011,GULFPORT # 3,1173,False,19TH STREET COMMUNITY CENTER,3319 19TH STREET GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4021,GULFPORT # 8,2520,False,DISABLED AMERICAN VETERANS HALL,2600 23RD AVE GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4041,GULFPORT # 13,3255,False,GASTON HEWES RECREATION CENTER,2733 33RD AVENUE GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4051,GULFPORT # 14,2745,False,GASTON POINT COMMUNITY CENTER,1505 MILLS AVE GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4061,GULFPORT # 16,1627,False,THE LEARNING CENTER,1215 CHURCH ST GULFPORT MS 39507
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4071,EAST NORTH GULFPORT,1519,False,GOOD DEEDS COMMUNITY CENTER,15101 MADISON ST GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4081,NORTHWOOD HILLS,1692,True,ST JOSEPH CATHOLIC CHURCH,12290 DEPEW RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4091,NORTH BEL-AIRE,6795,False,ORANGE GROVE COMMUNITY CENTER,14416 DEDEAUX RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4101,SOUTH BEL-AIRE,3804,False,BEL-AIRE ELEMENTARY SCHOOL GYMNASIUM,10531 KLEIN RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4111,WEST NORTH GPT,2298,False,ISIAH FREDERICKS COMMUNITY CENTER,3312 MARTIN LUTHER KING JR BLVD GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 4, Harrison County, Mississippi",0600000US2804792430,4,4121,MAGNOLIA GROVE,2190,False,GULF COAST COMMUNITY ACTION AGENCY,500 24TH ST GULFPORT MS 39501
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 5, Harrison County, Mississippi",0600000US2804793168,5,5011,NEW HOPE,2882,False,HARRISON CENTRAL HIGH SCHOOL,15600 SCHOOL RD GULFPORT MS 39503
HARRISON,"Harrison County, Mississippi",0500000US28047,"District 5, Harrison County, Mississippi",0600000US2804793168,5,5031,BILOXI # 11,6637,False,DONAL M. SNYDER COMMUNITY CENTER,2520 PASS RD BILOXI MS 39531
